code,name,listing_date,shares,listing_board
IFII,Indonesia Fibreboard Industry ,2019-12-10T00:00:00,9412000000,UTAMA
IFSH,Ifishdeco Tbk.,2019-12-05T00:00:00,2125000000,PENGEMBANGAN
IGAR,Champion Pacific Indonesia Tbk,1990-11-05T00:00:00,972204500,Utama
IIKP,Inti Agri Resources Tbk,2002-10-14T00:00:00,33600000000,PENGEMBANGAN
IKAI,Intikeramik Alamasri Industri ,1997-06-04T00:00:00,13305799387,UTAMA
IKAN,Era Mandiri Cemerlang Tbk.,2020-02-12T00:00:00,833333000,PENGEMBANGAN
IKBI,Sumi Indo Kabel Tbk.,1991-01-21T00:00:00,1224000000,PENGEMBANGAN
IMAS,Indomobil Sukses Internasional,1993-11-15T00:00:00,3994291039,UTAMA
IMJS,Indomobil Multi Jasa Tbk.,2013-12-10T00:00:00,8654325000,Utama
IMPC,Impack Pratama Industri Tbk.,2014-12-17T00:00:00,4833500000,Pengembangan
INAF,Indofarma Tbk.,2001-04-17T00:00:00,3099267500,Utama
INAI,Indal Aluminium Industry Tbk.,1994-12-05T00:00:00,633600000,PENGEMBANGAN
INCF,Indo Komoditi Korpora Tbk.,2016-09-06T00:00:00,1438370465,PENGEMBANGAN
INCI,Intanwijaya Internasional Tbk,1990-07-24T00:00:00,196121237,UTAMA
INCO,Vale Indonesia Tbk.,1990-05-16T00:00:00,9936338720,Utama
INDF,Indofood Sukses Makmur Tbk.,1994-07-14T00:00:00,8780426500,Utama
INDO,Royalindo Investa Wijaya Tbk.,2020-01-13T00:00:00,4312067205,PENGEMBANGAN
INDR,Indo-Rama Synthetics Tbk.,1990-08-03T00:00:00,654351707,UTAMA
INDS,Indospring Tbk.,1990-08-10T00:00:00,656249710,UTAMA
INDX,Tanah Laut Tbk,2001-05-17T00:00:00,437913588,PENGEMBANGAN
INDY,Indika Energy Tbk.,2008-06-11T00:00:00,5210192000,Utama
INKP,Indah Kiat Pulp & Paper Tbk.,1990-07-16T00:00:00,5470982941,Utama
INOV,Inocycle Technology Group Tbk.,2019-07-10T00:00:00,1808221900,PENGEMBANGAN
INPC,Bank Artha Graha Internasional,1990-08-23T00:00:00,15824882541,UTAMA
INPP,Indonesian Paradise Property T,2004-01-12T00:00:00,11181971732,PENGEMBANGAN
INPS,Indah Prakasa Sentosa Tbk.,2018-04-06T00:00:00,650000000,PENGEMBANGAN
INRU,Toba Pulp Lestari Tbk.,1990-06-18T00:00:00,1388883283,PENGEMBANGAN
INTA,Intraco Penta Tbk.,1993-08-23T00:00:00,3343935022,Pengembangan
INTD,Inter Delta Tbk,1989-12-18T00:00:00,591828000,PENGEMBANGAN
INTP,Indocement Tunggal Prakarsa Tb,1989-12-05T00:00:00,3681231699,UTAMA
IPAC,Era Graharealty Tbk.,2021-06-30T00:00:00,949868500,Akselerasi
IPCC,Indonesia Kendaraan Terminal T,2018-07-09T00:00:00,1818384820,Utama
IPCM,Jasa Armada Indonesia Tbk.,2017-12-22T00:00:00,5284811100,Utama
IPOL,Indopoly Swakarsa Industry Tbk,2010-07-09T00:00:00,6443379509,UTAMA
IPTV,MNC Vision Networks Tbk.,2019-07-08T00:00:00,42197950841,Utama
IRRA,Itama Ranoraya Tbk.,2019-10-15T00:00:00,1600000000,Pengembangan
ISAT,Indosat Tbk.,1994-10-19T00:00:00,5433933500,Utama
ISSP,Steel Pipe Industry of Indones,2013-02-22T00:00:00,7185992035,UTAMA
ITIC,Indonesian Tobacco Tbk.,2019-07-04T00:00:00,940720000,PENGEMBANGAN
ITMA,Sumber Energi Andalan Tbk.,1990-12-10T00:00:00,870701000,PENGEMBANGAN
ITMG,Indo Tambangraya Megah Tbk.,2007-12-18T00:00:00,1129925000,UTAMA
JAST,Jasnita Telekomindo Tbk.,2019-05-16T00:00:00,813626700,Pengembangan
JAWA,Jaya Agra Wattie Tbk.,2011-05-30T00:00:00,3774685500,UTAMA
JAYA,Armada Berjaya Trans Tbk.,2019-02-21T00:00:00,375000105,Pengembangan
JECC,Jembo Cable Company Tbk.,1992-11-18T00:00:00,151200000,PENGEMBANGAN
JGLE,Graha Andrasentra Propertindo ,2016-06-29T00:00:00,22581909405,PENGEMBANGAN
JIHD,Jakarta International Hotels &,1984-02-29T00:00:00,2329040482,PENGEMBANGAN
JKON,Jaya Konstruksi Manggala Prata,2007-12-04T00:00:00,16308519860,UTAMA
JKSW,Jakarta Kyoei Steel Works Tbk.,1997-08-06T00:00:00,150000000,Pengembangan
JMAS,Asuransi Jiwa Syariah Jasa Mit,2017-12-18T00:00:00,1000000000,Pengembangan
JPFA,Japfa Comfeed Indonesia Tbk.,1989-10-23T00:00:00,11726575201,UTAMA
JRPT,Jaya Real Property Tbk.,1994-06-29T00:00:00,13750000000,Utama
JSKY,Sky Energy Indonesia Tbk.,2018-03-28T00:00:00,2032540000,UTAMA
JSMR,Jasa Marga (Persero) Tbk.,2007-11-12T00:00:00,7257871200,Utama
JSPT,Jakarta Setiabudi Internasiona,1998-01-12T00:00:00,2318736000,Pengembangan
JTPE,Jasuindo Tiga Perkasa Tbk.,2002-04-16T00:00:00,1713012500,Pengembangan
KAEF,Kimia Farma Tbk.,2001-07-04T00:00:00,5554000000,Utama
KARW,ICTSI Jasa Prima Tbk.,1994-12-20T00:00:00,587152700,PENGEMBANGAN
KAYU,Darmi Bersaudara Tbk.,2019-07-04T00:00:00,665000000,Pengembangan
KBAG,Karya Bersama Anugerah Tbk.,2020-04-08T00:00:00,7150001106,PENGEMBANGAN
KBLI,KMI Wire & Cable Tbk.,1992-07-06T00:00:00,4007235107,Utama
KBLM,Kabelindo Murni Tbk.,1992-06-01T00:00:00,1120000000,PENGEMBANGAN
KBLV,First Media Tbk.,2000-02-25T00:00:00,1742167907,Pengembangan
KBRI,Kertas Basuki Rachmat Indonesi,2008-07-11T00:00:00,8687995734,PENGEMBANGAN
KDSI,Kedawung Setia Industrial Tbk.,1996-07-29T00:00:00,405000000,Pengembangan
KEEN,Kencana Energi Lestari Tbk.,2019-09-02T00:00:00,3666312500,Utama
KEJU,Mulia Boga Raya Tbk.,2019-11-25T00:00:00,1500000000,PENGEMBANGAN
KIAS,Keramika Indonesia Assosiasi T,1994-12-08T00:00:00,14929100000,PENGEMBANGAN
KICI,Kedaung Indah Can Tbk,1993-10-28T00:00:00,276000000,UTAMA
KIJA,Kawasan Industri Jababeka Tbk.,1995-01-10T00:00:00,20824888369,UTAMA
KINO,Kino Indonesia Tbk.,2015-12-11T00:00:00,1428571500,UTAMA
KIOS,Kioson Komersial Indonesia Tbk,2017-10-05T00:00:00,717239900,Pengembangan
KJEN,Krida Jaringan Nusantara Tbk.,2019-07-01T00:00:00,500000000,PENGEMBANGAN
KKGI,Resource Alam Indonesia Tbk.,1991-07-01T00:00:00,5000000000,UTAMA
KLBF,Kalbe Farma Tbk.,1991-07-30T00:00:00,46875122110,Utama
KMDS,Kurniamitra Duta Sentosa Tbk.,2020-09-07T00:00:00,800000000,PENGEMBANGAN
KMTR,Kirana Megatara Tbk.,2017-06-19T00:00:00,8215366379,PENGEMBANGAN
KOBX,Kobexindo Tractors Tbk.,2012-07-05T00:00:00,2272500000,UTAMA
KOIN,Kokoh Inti Arebama Tbk,2008-04-09T00:00:00,980843732,PENGEMBANGAN
KONI,Perdana Bangun Pusaka Tbk,1995-08-22T00:00:00,252000000,PENGEMBANGAN
KOPI,Mitra Energi Persada Tbk.,2015-05-04T00:00:00,697266668,PENGEMBANGAN
KOTA,DMS Propertindo Tbk.,2019-07-09T00:00:00,10546185701,UTAMA
KPAL,Steadfast Marine Tbk.,2018-06-08T00:00:00,1069009400,UTAMA
KPAS,Cottonindo Ariesta Tbk.,2018-10-05T00:00:00,768042959,Pengembangan
KPIG,MNC Land Tbk.,2000-03-30T00:00:00,80625726664,Pengembangan
KRAH,Grand Kartech Tbk.,2013-11-08T00:00:00,971190000,Pengembangan
KRAS,Krakatau Steel (Persero) Tbk.,2010-11-10T00:00:00,19346396900,Utama
KREN,Kresna Graha Investama Tbk.,2002-06-28T00:00:00,18208470100,UTAMA
LABA,Ladangbaja Murni Tbk.,2021-06-10T00:00:00,1000000000,Pengembangan
LAND,Trimitra Propertindo Tbk.,2018-08-23T00:00:00,2792620000,PENGEMBANGAN
LAPD,Leyand International Tbk.,2001-07-17T00:00:00,3966350139,Pengembangan
LCGP,Eureka Prima Jakarta Tbk.,2007-07-13T00:00:00,5630000914,Pengembangan
LCKM,LCK Global Kedaton Tbk.,2018-01-16T00:00:00,1000000000,Pengembangan
LEAD,Logindo Samudramakmur Tbk.,2013-12-11T00:00:00,4049616328,UTAMA
LFLO,Imago Mulia Persada Tbk.,2021-04-07T00:00:00,1300000000,AKSELERASI
LIFE,Asuransi Jiwa Sinarmas MSIG Tb,2019-07-09T00:00:00,2100000000,UTAMA
LINK,Link Net Tbk.,2014-06-02T00:00:00,2863195484,UTAMA
LION,Lion Metal Works Tbk.,1993-08-20T00:00:00,520160000,UTAMA
LMAS,Limas Indonesia Makmur Tbk,2001-12-28T00:00:00,787851525,PENGEMBANGAN
LMPI,Langgeng Makmur Industri Tbk.,1994-10-17T00:00:00,1008517669,PENGEMBANGAN
LMSH,Lionmesh Prima Tbk.,1990-06-04T00:00:00,96000000,PENGEMBANGAN
LPCK,Lippo Cikarang Tbk,1997-07-24T00:00:00,2679600000,Utama
LPGI,Lippo General Insurance Tbk.,1997-07-22T00:00:00,150000000,UTAMA
LPIN,Multi Prima Sejahtera Tbk,1990-02-05T00:00:00,425000000,PENGEMBANGAN
LPKR,Lippo Karawaci Tbk.,1996-06-28T00:00:00,70898018369,Utama
LPLI,Star Pacific Tbk,1989-10-23T00:00:00,1170432803,Pengembangan
LPPF,Matahari Department Store Tbk.,1989-10-09T00:00:00,2626148780,Utama
LPPS,Lenox Pasifik Investama Tbk.,1994-03-28T00:00:00,2588250000,PENGEMBANGAN
LRNA,Eka Sari Lorena Transport Tbk.,2014-04-15T00:00:00,350000022,PENGEMBANGAN
LSIP,PP London Sumatra Indonesia Tb,1996-07-05T00:00:00,6822863965,Utama
LTLS,Lautan Luas Tbk.,1997-07-21T00:00:00,1560000000,Utama
LUCK,Sentral Mitra Informatika Tbk.,2018-11-28T00:00:00,715749640,PENGEMBANGAN
LUCY,Lima Dua Lima Tiga Tbk.,2021-05-05T00:00:00,1035000000,AKSELERASI
MABA,Marga Abhinaya Abadi Tbk.,2017-06-22T00:00:00,15365229912,PENGEMBANGAN
MAGP,Multi Agro Gemilang Plantation,2013-01-16T00:00:00,9000000004,PENGEMBANGAN
MAIN,Malindo Feedmill Tbk.,2006-02-10T00:00:00,2238750000,Utama
MAMI,Mas Murni Indonesia Tbk,1994-02-09T00:00:00,12299116371,UTAMA
MAPA,Map Aktif Adiperkasa Tbk.,2018-07-05T00:00:00,2850400000,PENGEMBANGAN
MAPB,MAP Boga Adiperkasa Tbk.,2017-06-21T00:00:00,2170922900,PENGEMBANGAN
MAPI,Mitra Adiperkasa Tbk.,2004-11-10T00:00:00,16600000000,UTAMA
MARI,Mahaka Radio Integra Tbk.,2016-02-11T00:00:00,5252644000,PENGEMBANGAN
MARK,Mark Dynamics Indonesia Tbk.,2017-07-12T00:00:00,3800000310,UTAMA
MASA,Multistrada Arah Sarana Tbk.,2005-06-09T00:00:00,9182946945,Utama
MASB,Bank Multiarta Sentosa Tbk.,2021-06-30T00:00:00,1226902970,Pengembangan
MAYA,Bank Mayapada Internasional Tb,1997-08-29T00:00:00,11714045161,UTAMA
MBAP,Mitrabara Adiperdana Tbk.,2014-07-10T00:00:00,1227271952,PENGEMBANGAN
MBSS,Mitrabahtera Segara Sejati Tbk,2011-04-06T00:00:00,1750026639,UTAMA
MBTO,Martina Berto Tbk.,2011-01-13T00:00:00,1070000000,UTAMA
MCAS,M Cash Integrasi Tbk.,2017-11-01T00:00:00,867933300,Pengembangan
MCOR,Bank China Construction Bank I,2007-07-03T00:00:00,37540533209,UTAMA
MDIA,Intermedia Capital Tbk.,2014-04-11T00:00:00,39215538400,UTAMA
MDKA,Merdeka Copper Gold Tbk.,2015-06-19T00:00:00,22904850815,Pengembangan
MDKI,Emdeki Utama Tbk.,2017-09-25T00:00:00,2530150002,Utama
MDLN,Modernland Realty Tbk.,1993-01-18T00:00:00,12533067322,Utama
MDRN,Modern Internasional Tbk.,1991-07-16T00:00:00,7632167798,UTAMA
MEDC,Medco Energi Internasional Tbk,1994-10-12T00:00:00,25136231252,Utama
MEGA,Bank Mega Tbk.,2000-04-17T00:00:00,6894138227,UTAMA
MERK,Merck Tbk.,1981-07-23T00:00:00,448000000,PENGEMBANGAN
META,Nusantara Infrastructure Tbk.,2001-07-18T00:00:00,17710708194,UTAMA
MFIN,Mandala Multifinance Tbk.,2005-09-06T00:00:00,2650000000,Pengembangan
MFMI,Multifiling Mitra Indonesia Tb,2010-12-29T00:00:00,757581000,PENGEMBANGAN
MGLV,Panca Anugrah Wisesa Tbk.,2021-06-08T00:00:00,1900000000,Akselerasi
MGNA,Magna Investama Mandiri Tbk.,2014-07-08T00:00:00,1003080977,Pengembangan
MGRO,Mahkota Group Tbk.,2018-07-12T00:00:00,3554445700,UTAMA
MICE,Multi Indocitra Tbk.,2005-12-21T00:00:00,600000000,PENGEMBANGAN
MIDI,Midi Utama Indonesia Tbk.,2010-11-30T00:00:00,2882353000,PENGEMBANGAN
MIKA,Mitra Keluarga Karyasehat Tbk.,2015-03-24T00:00:00,14246349500,Utama
MINA,Sanurhasta Mitra Tbk.,2017-04-28T00:00:00,6562500000,Pengembangan
MIRA,Mitra International Resources ,1997-01-30T00:00:00,3961452039,Pengembangan
MITI,Mitra Investindo Tbk.,1997-07-16T00:00:00,2442988366,Pengembangan
MKNT,Mitra Komunikasi Nusantara Tbk,2015-10-26T00:00:00,5500000000,Pengembangan
MKPI,Metropolitan Kentjana Tbk.,2009-07-10T00:00:00,948194000,PENGEMBANGAN
MLBI,Multi Bintang Indonesia Tbk.,1981-12-15T00:00:00,2107000000,UTAMA
MLIA,Mulia Industrindo Tbk,1994-01-17T00:00:00,1323000000,PENGEMBANGAN
MLPL,Multipolar Tbk.,1989-11-06T00:00:00,14639632470,UTAMA
MLPT,Multipolar Technology Tbk.,2013-07-08T00:00:00,1875000000,Utama
MMLP,Mega Manunggal Property Tbk.,2015-06-12T00:00:00,6889134608,PENGEMBANGAN
MNCN,Media Nusantara Citra Tbk.,2007-06-22T00:00:00,15049787710,UTAMA
MOLI,Madusari Murni Indah Tbk.,2018-08-30T00:00:00,2334888498,PENGEMBANGAN
MPMX,Mitra Pinasthika Mustika Tbk.,2013-05-29T00:00:00,4462963276,UTAMA
MPOW,Megapower Makmur Tbk.,2017-07-05T00:00:00,816997053,PENGEMBANGAN
MPPA,Matahari Putra Prima Tbk.,1992-12-21T00:00:00,7529147920,Utama
MPRO,Maha Properti Indonesia Tbk.,2018-10-09T00:00:00,9942500000,PENGEMBANGAN
MRAT,Mustika Ratu Tbk.,1995-07-27T00:00:00,428000000,UTAMA
MREI,Maskapai Reasuransi Indonesia ,1989-09-04T00:00:00,517791681,Pengembangan
MSIN,MNC Studios International Tbk.,2018-06-08T00:00:00,11444400000,Utama
MSKY,MNC Sky Vision Tbk.,2012-07-09T00:00:00,1994370480,UTAMA
MTDL,Metrodata Electronics Tbk.,1990-04-09T00:00:00,2455376917,UTAMA
MTFN,Capitalinc Investment Tbk.,1990-04-16T00:00:00,31842082852,Pengembangan
MTLA,Metropolitan Land Tbk.,2011-06-20T00:00:00,7655126330,UTAMA
MTPS,Meta Epsi Tbk.,2019-04-10T00:00:00,2084850829,PENGEMBANGAN
MTRA,Mitra Pemuda Tbk.,2016-02-10T00:00:00,770000000,PENGEMBANGAN
MTSM,Metro Realty Tbk.,1992-01-08T00:00:00,232848000,PENGEMBANGAN
MTWI,Malacca Trust Wuwungan Insuran,2017-10-12T00:00:00,1525819116,Pengembangan
MYOH,Samindo Resources Tbk.,2000-07-27T00:00:00,2206312500,UTAMA
MYOR,Mayora Indah Tbk.,1990-07-04T00:00:00,22358699725,UTAMA
MYRX,Hanson International Tbk.,1990-10-31T00:00:00,86703220792,PENGEMBANGAN
MYTX,Asia Pacific Investama Tbk.,1989-10-10T00:00:00,7747281949,UTAMA
NASA,Andalan Perkasa Abadi Tbk.,2017-08-07T00:00:00,11004929322,Pengembangan
NATO,Surya Permata Andalan Tbk.,2019-01-18T00:00:00,8001094404,PENGEMBANGAN
NELY,Pelayaran Nelly Dwi Putri Tbk.,2012-10-11T00:00:00,2350000000,PENGEMBANGAN
NFCX,NFC Indonesia Tbk.,2018-07-12T00:00:00,666667500,Pengembangan
NICK,Charnic Capital Tbk.,2018-05-02T00:00:00,651150000,PENGEMBANGAN
NICL,PAM Mineral Tbk.,2021-07-09T00:00:00,9662500000,Pengembangan
NIKL,Pelat Timah Nusantara Tbk.,2009-12-14T00:00:00,2523350000,UTAMA
NIPS,Nipress Tbk.,1991-07-24T00:00:00,1635333332,Pengembangan
NIRO,City Retail Developments Tbk.,2012-09-13T00:00:00,22198871804,PENGEMBANGAN
NISP,Bank OCBC NISP Tbk.,1994-10-20T00:00:00,22715776032,Utama
NOBU,Bank Nationalnobu Tbk.,2013-05-20T00:00:00,4393533177,UTAMA
NPGF,Nusa Palapa Gemilang Tbk.,2021-04-14T00:00:00,3240235840,UTAMA
NRCA,Nusa Raya Cipta Tbk.,2013-06-27T00:00:00,2496258344,UTAMA
NUSA,Sinergi Megah Internusa Tbk.,2018-07-12T00:00:00,7700000148,PENGEMBANGAN
NZIA,Nusantara Almazia Tbk.,2019-09-25T00:00:00,2197540705,UTAMA
OASA,Protech Mitra Perkasa Tbk.,2016-07-18T00:00:00,358600000,PENGEMBANGAN
OCAP,Onix Capital Tbk.,2003-10-10T00:00:00,273200000,Pengembangan
OKAS,Ancora Indonesia Resources Tbk,2006-03-29T00:00:00,1765927777,PENGEMBANGAN
OMRE,Indonesia Prima Property Tbk,1994-08-22T00:00:00,1745000000,Pengembangan
OPMS,Optima Prima Metal Sinergi Tbk,2019-09-23T00:00:00,1000000000,PENGEMBANGAN
PADI,Minna Padi Investama Sekuritas,2012-01-09T00:00:00,11307246524,UTAMA
PALM,Provident Agro Tbk.,2012-10-08T00:00:00,7119540356,PENGEMBANGAN
PAMG,Bima Sakti Pertiwi Tbk.,2019-07-05T00:00:00,3125000000,UTAMA
PANI,Pratama Abadi Nusa Industri Tb,2018-09-18T00:00:00,410000000,PENGEMBANGAN
PANR,Panorama Sentrawisata Tbk.,2001-09-18T00:00:00,1200000000,UTAMA
PANS,Panin Sekuritas Tbk.,2000-05-31T00:00:00,720000000,Utama
PBID,Panca Budi Idaman Tbk.,2017-12-13T00:00:00,1875000000,UTAMA
PBRX,Pan Brothers Tbk.,1990-08-16T00:00:00,6478295611,Utama
PBSA,Paramita Bangun Sarana Tbk.,2016-09-28T00:00:00,1500000000,UTAMA
PCAR,Prima Cakrawala Abadi Tbk.,2017-12-29T00:00:00,1166666700,PENGEMBANGAN
PDES,Destinasi Tirta Nusantara Tbk,2008-07-08T00:00:00,715000000,PENGEMBANGAN
PEGE,Panca Global Kapital Tbk.,2005-06-24T00:00:00,2833417056,PENGEMBANGAN
PEHA,Phapros Tbk.,2018-12-26T00:00:00,840000000,UTAMA
PGAS,Perusahaan Gas Negara Tbk.,2003-12-15T00:00:00,24241508196,UTAMA
PGJO,Tourindo Guide Indonesia Tbk.,2020-01-08T00:00:00,723859095,AKSELERASI
PGLI,Pembangunan Graha Lestari Inda,2000-04-05T00:00:00,488000000,PENGEMBANGAN
PGUN,Pradiksi Gunatama Tbk.,2020-07-07T00:00:00,4998360000,UTAMA
PICO,Pelangi Indah Canindo Tbk,1996-09-23T00:00:00,568375000,PENGEMBANGAN
PJAA,Pembangunan Jaya Ancol Tbk.,2004-07-02T00:00:00,1599999996,Utama
PKPK,Perdana Karya Perkasa Tbk,2007-07-11T00:00:00,600000000,PENGEMBANGAN
PLAN,Planet Properindo Jaya Tbk.,2020-09-15T00:00:00,892856800,AKSELERASI
PLAS,Polaris Investama Tbk,2001-03-16T00:00:00,1184200000,PENGEMBANGAN
PLIN,Plaza Indonesia Realty Tbk.,1992-06-15T00:00:00,3550000000,UTAMA
PMJS,Putra Mandiri Jembar Tbk.,2019-12-18T00:00:00,13755600000,Pengembangan
PMMP,Panca Mitra Multiperdana Tbk.,2020-12-18T00:00:00,2353000000,Utama
PNBN,Bank Pan Indonesia Tbk,1982-12-29T00:00:00,23837645998,UTAMA
PNBS,Bank Panin Dubai Syariah Tbk.,2014-01-15T00:00:00,38425504906,UTAMA
PNGO,Pinago Utama Tbk.,2020-08-31T00:00:00,781250000,PENGEMBANGAN
PNIN,Paninvest Tbk.,1983-09-20T00:00:00,4068323920,UTAMA
PNLF,Panin Financial Tbk.,1983-06-14T00:00:00,32022073293,UTAMA
PNSE,Pudjiadi & Sons Tbk.,1990-05-01T00:00:00,797813496,PENGEMBANGAN
POLA,Pool Advista Finance Tbk.,2018-11-16T00:00:00,2727886300,PENGEMBANGAN
POLI,Pollux Investasi Internasional,2019-01-10T00:00:00,2010526400,PENGEMBANGAN
POLL,Pollux Properti Indonesia Tbk.,2018-07-11T00:00:00,8318823600,UTAMA
POLU,Golden Flower Tbk.,2019-06-26T00:00:00,750000000,PENGEMBANGAN
POLY,Asia Pacific Fibers Tbk,1991-03-12T00:00:00,2495753334,PENGEMBANGAN
POOL,Pool Advista Indonesia Tbk.,1991-05-20T00:00:00,2341366264,PENGEMBANGAN
PORT,Nusantara Pelabuhan Handal Tbk,2017-03-16T00:00:00,2813941985,Pengembangan
POSA,Bliss Properti Indonesia Tbk.,2019-05-10T00:00:00,8388870206,Pengembangan
POWR,Cikarang Listrindo Tbk.,2016-06-14T00:00:00,16087156000,PENGEMBANGAN
PPGL,Prima Globalindo Logistik Tbk.,2020-07-20T00:00:00,750020041,Akselerasi
PPRE,PP Presisi Tbk.,2017-11-24T00:00:00,10224271000,Utama
PPRO,PP Properti Tbk.,2015-05-19T00:00:00,61675671883,Utama
PRAS,Prima Alloy Steel Universal Tb,1990-07-12T00:00:00,701043478,Utama
PRDA,Prodia Widyahusada Tbk.,2016-12-07T00:00:00,937500000,Utama
PRIM,Royal Prima Tbk.,2018-05-15T00:00:00,3393434905,PENGEMBANGAN
PSAB,J Resources Asia Pasifik Tbk.,2003-04-22T00:00:00,26460000000,Pengembangan
PSDN,Prasidha Aneka Niaga Tbk,1994-10-18T00:00:00,1440000000,PENGEMBANGAN
PSGO,Palma Serasih Tbk.,2019-11-25T00:00:00,18850000000,PENGEMBANGAN
PSKT,Red Planet Indonesia Tbk.,1995-09-19T00:00:00,10351231636,PENGEMBANGAN
PSSI,Pelita Samudera Shipping Tbk.,2017-12-05T00:00:00,5417063153,Utama
PTBA,Bukit Asam Tbk.,2002-12-23T00:00:00,11520659250,UTAMA
PTDU,Djasa Ubersakti Tbk.,2020-12-08T00:00:00,1500000000,Pengembangan
PTIS,Indo Straits Tbk.,2011-07-12T00:00:00,550165300,Utama
PTPP,PP (Persero) Tbk.,2010-02-09T00:00:00,6199897354,Utama
PTPW,Pratama Widya Tbk.,2020-02-07T00:00:00,878187500,PENGEMBANGAN
PTRO,Petrosea Tbk.,1990-05-21T00:00:00,1008605000,Utama
PTSN,Sat Nusapersada Tbk,2007-11-08T00:00:00,5314344000,UTAMA
PTSP,Pioneerindo Gourmet Internatio,1994-05-30T00:00:00,220808000,PENGEMBANGAN
PUDP,Pudjiadi Prestige Tbk.,1994-11-18T00:00:00,329560000,UTAMA
PURA,Putra Rajawali Kencana Tbk.,2020-01-22T00:00:00,5774442831,Pengembangan
PURE,Trinitan Metals and Minerals T,2019-10-09T00:00:00,1375181505,UTAMA
PURI,Puri Global Sukses Tbk.,2020-09-08T00:00:00,1000000000,PENGEMBANGAN
PWON,Pakuwon Jati Tbk.,1989-10-09T00:00:00,48159602400,UTAMA
PYFA,Pyridam Farma Tbk,2001-10-16T00:00:00,535080000,PENGEMBANGAN
PZZA,Sarimelati Kencana Tbk.,2018-05-23T00:00:00,3021875000,UTAMA
RAJA,Rukun Raharja Tbk.,2006-04-19T00:00:00,4227082500,Utama
RALS,Ramayana Lestari Sentosa Tbk.,1996-07-24T00:00:00,7096000000,Utama
RANC,Supra Boga Lestari Tbk.,2012-06-07T00:00:00,1564487500,UTAMA
RBMS,Ristia Bintang Mahkotasejati T,1997-12-19T00:00:00,2656212826,UTAMA
RDTX,Roda Vivatex Tbk,1990-05-14T00:00:00,268800000,UTAMA
REAL,Repower Asia Indonesia Tbk.,2019-12-06T00:00:00,6633610151,Pengembangan
RELI,Reliance Sekuritas Indonesia T,2005-07-13T00:00:00,1800000000,UTAMA
RICY,Ricky Putra Globalindo Tbk,1998-01-22T00:00:00,641717510,UTAMA
RIGS,Rig Tenders Indonesia Tbk.,1990-03-05T00:00:00,609130000,PENGEMBANGAN
RIMO,Rimo International Lestari Tbk,2000-11-10T00:00:00,45080600000,Pengembangan
RISE,Jaya Sukses Makmur Sentosa Tbk,2018-07-09T00:00:00,9950000000,Pengembangan
RMBA,Bentoel Internasional Investam,1990-03-05T00:00:00,36401136250,Utama
ROCK,Rockfields Properti Indonesia ,2020-09-10T00:00:00,1435185100,Pengembangan
RODA,Pikko Land Development Tbk.,2001-10-22T00:00:00,13592128209,PENGEMBANGAN
RONY,Aesler Grup Internasional Tbk.,2020-04-09T00:00:00,1250000000,PENGEMBANGAN
ROTI,Nippon Indosari Corpindo Tbk.,2010-06-28T00:00:00,6186488888,Utama
RUIS,Radiant Utama Interinsco Tbk.,2006-07-12T00:00:00,770000000,Pengembangan
SAFE,Steady Safe Tbk,1994-08-15T00:00:00,615145012,PENGEMBANGAN
SAME,Sarana Meditama Metropolitan T,2013-01-11T00:00:00,11899710000,Pengembangan
SAMF,Saraswanti Anugerah Makmur Tbk,2020-03-31T00:00:00,5125000000,Utama
SAPX,Satria Antaran Prima Tbk.,2018-10-03T00:00:00,833333300,Pengembangan
SATU,Kota Satu Properti Tbk.,2018-11-05T00:00:00,1375000000,PENGEMBANGAN
SBAT,Sejahtera Bintang Abadi Textil,2020-04-08T00:00:00,2148904505,Pengembangan
SCCO,Supreme Cable Manufacturing & ,1982-07-20T00:00:00,205583400,UTAMA
SCMA,Surya Citra Media Tbk.,2002-07-16T00:00:00,14779091301,Utama
SCNP,Selaras Citra Nusantara Perkas,2020-09-07T00:00:00,2500000000,Pengembangan
SCPI,Organon Pharma Indonesia Tbk.,1990-06-08T00:00:00,3600000,PENGEMBANGAN
SDMU,Sidomulyo Selaras Tbk.,2011-07-12T00:00:00,1135225000,PENGEMBANGAN
SDPC,Millennium Pharmacon Internati,1990-05-07T00:00:00,1274000000,UTAMA
SDRA,Bank Woori Saudara Indonesia 1,2006-12-15T00:00:00,6515116991,Utama
SFAN,Surya Fajar Capital Tbk.,2019-06-19T00:00:00,1359934021,PENGEMBANGAN
SGER,Sumber Global Energy Tbk.,2020-08-10T00:00:00,1667589606,Pengembangan
SGRO,Sampoerna Agro Tbk.,2007-06-18T00:00:00,1890000000,Utama
SHID,Hotel Sahid Jaya International,1990-05-08T00:00:00,1119326168,PENGEMBANGAN
SHIP,Sillo Maritime Perdana Tbk.,2016-06-16T00:00:00,2719790000,PENGEMBANGAN
SIDO,Industri Jamu dan Farmasi Sido,2013-12-18T00:00:00,30000000000,UTAMA
SILO,Siloam International Hospitals,2013-09-12T00:00:00,1625765625,Utama
SIMA,Siwani Makmur Tbk,1994-06-03T00:00:00,442589871,PENGEMBANGAN
SIMP,Salim Ivomas Pratama Tbk.,2011-06-09T00:00:00,15816310000,Utama
SINI,Singaraja Putra Tbk.,2019-11-08T00:00:00,466429450,Pengembangan
